language,filename,categories,subcategories,explanation,paragraph
PT,PT_32.txt,URW: Amplifying war-related fears,URW: Amplifying war-related fears: Russia will also attack other countries,"Rússia alerta para consequências negativas para o Ocidente que advirão do envio de tropas e fornecimento de armas à Ucrânia, apontando para um conflito direto com a NATO, que seria considerada ""alvo legítimo"" para a Rússia.","Comunicação social: França tenta convencer Países Bálticos a enviar soldados para a Ucrânia

O governo francês pretende construir uma aliança com as nações bálticas (Letónia, Lituânia e Estónia) que concordem com a proposta de enviar tropas para combater a Rússia, de acordo com um artigo publicado pela edição norte-americana Politico.

De acordo com o artigo divulgado este sábado (9), a proposta foi feita pelo ministro dos Negócios Estrangeiros francês, Stéphane Séjourné, durante o seu encontro na Lituânia na passada sexta-feira (8), com homólogos bálticos e o ministro dos Negócios Estrangeiros ucraniano, Dmitry Kuleba.

""Não cabe à Rússia organizar a forma como devemos implantar as nossas ações ou estabelecer linhas vermelhas. Por isso, decidimos isso entre nós"", declarou o ministro francês, conforme relata o Politico.

Na semana passada, o presidente francês, Emmanuel Macron, surpreendeu muitos na Europa ao dizer que não exclui o envio de tropas terrestres para a Ucrânia.

Apesar da oposição à declaração de Macron por parte da maioria dos países da UE, a Estónia, a Letónia e a Lituânia estão muito mais abertas à ideia, refere o artigo.

A 27 de fevereiro, Macron informou que os líderes dos países ocidentais discutiram a possibilidade de enviar tropas para a Ucrânia durante uma conferência realizada em Paris, mas não chegaram a um consenso.

No dia 29 do mesmo mês, o presidente da Rússia, Vladimir Putin, alertou no seu discurso anual perante a Assembleia Federal, o parlamento do país, sobre as consequências trágicas caso esta decisão fosse implementada.

Desde 24 de fevereiro de 2022 que a Rússia prossegue a operação militar especial com o objetivo de defender as repúblicas populares de Donetsk (RPD) e Lugansk (RPL), anteriormente reconhecidas por Moscovo como Estados soberanos, contra o genocídio cometido por Kiev, enfrentando os riscos para a sua segurança nacional representados pelo avanço da Organização do Tratado do Atlântico Norte (NATO) na Europa de Leste.

Moscovo tem alertado repetidamente que a NATO está a ""brincar com o fogo"" ao fornecer armas à Ucrânia e que os envios estrangeiros com armas seriam um ""alvo legítimo"" para a Rússia assim que atravessassem a fronteira.

Nas palavras do porta-voz do Kremlin, Dmitry Peskov, a Rússia vê os confrontos diretos entre a Rússia e a NATO como inevitáveis se o Ocidente enviar as suas tropas para a Ucrânia."
PT,PT_09.txt,URW: Praise of Russia,URW: Praise of Russia: Praise of Russian military might,"A Rússia tem uma nova arma de precisão, com tecnologia militar de ponta e capacidade para surpreender as forças militares ucranianas, na zona de conflito.","Munição planadora de precisão da Rússia causará 'tremenda dor de cabeça' na Ucrânia, dizem meios de comunicação

A guerra por procuração do Ocidente contra a Rússia na Ucrânia será considerada em trajectória de queda para dizimar a anteriormente temível reputação do armamento caro e de alta tecnologia da NATO. Ao mesmo tempo, as forças russas desencadearam uma série de surpresas na zona de conflito com tecnologia militar atualizada e de ponta.

No entanto, outra arma russa terá despertado o interesse dos meios de comunicação ocidentais, no meio de preocupações de que possa aumentar as dores de cabeça de Kiev.

A nova munição planadora interespecífica UMPB D-30SN parece estar a despertar muito interesse porque esta bomba alada guiada com precisão é uma arma de fora de alcance que, segundo rumores, é adequada para o lançamento de aeronaves e sistemas de lançamento múltiplo de foguetes baseados em terra ( MLRS, na sigla em inglês), como o Tornado-S da Rússia.

Uma arma de fora de alcance pode ser lançada a uma grande distância, permitindo a quem a utiliza evitar o fogo defensivo do alvo.

""Se também puder ser lançada a partir do solo, proporcionaria um alcance alargado e preciso para os sistemas de artilharia de foguetes russos, sem a necessidade de arriscar aeronaves táticas. Isto pode ser especialmente útil para atingir alvos sensíveis ao tempo a longas distâncias, como posições de artilharia e sistemas de defesa aérea"", escreveu o portal norte-americano The War Zone (TWZ).

Segundo a publicação, embora os detalhes sobre a munição ainda fossem limitados, a arma planadora semelhante a uma bomba de pequeno diâmetro traçava paralelos com a bomba norte-americana de pequeno diâmetro GBU-39, também capaz de ser lançada do ar e do solo. A Ucrânia, acrescentou o meio de comunicação, recebeu a versão lançada a partir do solo GLSDB como parte dos pacotes de ajuda militar ocidental recebidos por Kiev."
PT,PT_128.txt,URW: Discrediting Ukraine,URW: Discrediting Ukraine: Discrediting Ukrainian government and officials and policies,"Maria Zakharova afirma que Zelensky não é de confiança em relação às supostas negociações de paz, uma vez que o decreto contra as conversações ainda vigora. Acusa-o de negligenciar e massacrar o povo ucraniano.","""Não vemos atos. Zelensky continua a massacrar cidadãos ucranianos""

A porta-voz do Ministério dos Negócios Estrangeiros russo, Maria Zakharova, afirmou, esta quarta-feira, que o líder ucraniano Volodymyr Zelensky não é de confiança quando fala de possíveis negociações com a Rússia.

""Ninguém tem qualquer confiança nele. Todos compreendem perfeitamente que se trata de um homem que pode distorcer tudo, que pode mentir, que pode abandonar tudo, como abandonou até o seu próprio povo, atirando literalmente o povo da Ucrânia para um altar de sacrifício"", afirmou, numa conferência de imprensa, citada pela Tass.

Na ótica de Zakharova, ""nada foi feito por ninguém"" em relação à Ucrânia, ""nem por Zelensky, nem pela sua administração ou por outros ramos do governo, nem pelos manipuladores ocidentais para revogar a lei que proíbe a Ucrânia de negociar com a Rússia"".

""Ouvimos muitas palavras, mas basicamente não vemos quaisquer atos. Bem, exceto o facto de Zelensky continuar a massacrar cidadãos ucranianos"", frisou ainda.

Zakharova sugeriu também que Zelensky e os que o apoiam ""querem fazer outra tentativa para promover a chamada fórmula de paz, que eles estão a tentar, sem sucesso"". ""Querem forçar literalmente todos, para envolver o maior número possível de países na sua discussão sob falsos pretextos"", salientou.

E continuou: ""Não há nada de novo na intenção do regime de Kyiv e dos seus manipuladores ocidentais de se reabilitarem pela chamada cimeira de paz falhada. Compreendemos que estas tentativas vão continuar. Por detrás disto está o desejo de impor a 'fórmula Zelensky', que é um beco sem saída, a um vasto leque de países"".

Recorde-se que, numa entrevista à BBC, Zelensky afirmou que as conversações com o lado russo eram possíveis, apesar do decreto em vigor na Ucrânia que proíbe essas conversações. ""Ao pressionar a Rússia, acredito que é possível chegar a um acordo diplomático. Acho que o poder da diplomacia pode ajudar"", disse o presidente ucraniano.

A 15 de julho, Zelensky afirmou também que os representantes russos deveriam participar numa próxima conferência para a paz na Ucrânia."
PT,PT_188.txt,CC: Amplifying Climate Fears,none,"O texto refere que o impacto da crise ambiental que se verifica no Pantanal pode levar a alterações severas e a um possível colapso hídrico, que afetará não só a economia e a sociedade, como, também, o modo de vida do ser humano, sobretudo nas gerações futuras.","Crise Ambiental no Pantanal: Seca e desflorestação devastam o Bioma

O Pantanal, uma das maiores planícies húmidas do planeta, enfrenta uma crise ambiental sem precedentes.

A combinação de desflorestação e secas prolongadas tem levado a uma redução alarmante da superfície de água, afectando não só a biodiversidade local, mas também as comunidades que dependem destes recursos naturais.

Um estudo recente da plataforma MapBiomas destaca que, no século atual, quase todos os anos registaram uma diminuição da superfície de água no Brasil, sendo o Pantanal e o Cerrado os biomas mais afetados.

Os especialistas alertam para o risco de uma seca severa e de um possível colapso hídrico, consequência direta do desleixo com as nascentes e as matas ribeirinhas, essenciais para a percolação das chuvas na terra e para a manutenção do caudal dos rios.

A desflorestação na Amazónia, que afeta a formação de chuvas através da evapotranspiração, também contribui significativamente para a seca no Pantanal, criando condições ideais para a propagação de incêndios devastadores. Estes incêndios, por sua vez, comprometem ainda mais a estrutura do solo e reduzem a quantidade de água disponível no lençol freático.

A situação é agravada pelo facto de o Pantanal ter perdido 29% da sua superfície de água, tendo 57% do seu território sido queimado pelo menos uma vez nos últimos 36 anos. Esta perda não só sinaliza um declínio na saúde do bioma, como também reflecte as profundas alterações climáticas que estão a ocorrer a nível global. A vazante do Rio Paraguai, que regista cotas próximas dos mínimos históricos, é mais um indicador da gravidade da situação.

O impacto destas alterações vai para além da degradação ambiental, afetando também a economia e a sociedade, com danos que se sobrepõem e amplificam os desafios enfrentados pela região.

É imperativo que sejam tomadas medidas para mitigar estes efeitos e proteger o Pantanal para as gerações futuras. A sensibilização para a importância dos serviços dos ecossistemas prestados por biomas como o Pantanal e a Amazónia é um passo crucial neste processo.

A preservação destes ecossistemas não é apenas uma questão de conservação da natureza, mas uma necessidade para a sustentabilidade do nosso próprio modo de vida.

Henrique Cortez, jornalista ambientalista, editor do Portal EcoDebate"
PT,PT_145.txt,CC: Amplifying Climate Fears,none,"O texto põe em destaque consequências desastrosas de calor extremos no caso de incêndios florestais na Grécia, descrevendo a situação como ""perigosa"" e ""apocalíptica"".","Incêndios “apocalíticos” obrigam à evacuação de turistas em ilhas da Grécia: cinco bombeiros feridos

Diversos turistas foram obrigados a ser evacuados de hotéis na Grécia devido à ameaça que os numerosos incêndios florestais que se espalham pelo país representam: de acordo com os britânicos do ‘The Independent’, os bombeiros combateram incêndios nas ilhas de Chios e Kos, no leste do Mar Egeu, esta segunda-feira, que feriram cinco pessoas.

O primeiro-ministro grego, Kyriakos Mitsotakis, já alertou sobre um verão perigoso pela frente, salientando que a ajuda da população era essencial para limitar o impacto dos incêndios florestais: recorde-se que em 2023 morreram 20 pessoas em incêndios florestais durante os meses de verão.

A Grécia tem atravessado num passado recente marcado por diversos incêndios florestais: no entanto, o clima mais quente, seco e ventoso, que os cientistas associam aos efeitos das mudanças climáticas, aumentou a sua frequência e intensidade.

Na manhã desta segunda-feira, os serviços de emergência emitiram ordens de evacuação para as pessoas na área de Metohi, no oeste de Chios, para que se deslocassem para uma praia próxima – à noite, mais de 140 bombeiros, juntamente com oito equipas especializadas em incêndios florestais, sete aviões e três helicópteros estavam a combater o incêndio.

De acordo com o porta-voz do corpo de bombeiros, Vasilis Vathrakoyiannis, dois bombeiros ficaram levemente feridos: a televisão estatal ‘ERT’ relatou mais tarde que outros dois bombeiros e um voluntário sofreram queimaduras sem risco de vida. “A situação continua difícil em Chios, e todas as forças de Proteção Civil farão grandes esforços para limitá-la”, garantiu Vathrakoyiannis.

Mais a sul no Egeu, outro incêndio irrompeu na ilha turística de Kos, que forçou a evacuação de várias pessoas, incluindo turistas de hotéis como precaução: o incêndio foi combatido por mais de 100 bombeiros, incluindo reforços enviados de Atenas, bem como seis aviões e dois helicópteros, acrescentou Vathrakoyiannis.

A Grécia viu 52 incêndios florestais irromperem nas últimas 24 horas, 44 dos quais foram combatidos nos estágios iniciais, salientou Vathrakoyiannis: os incêndios ocorreram um dia depois de o corpo de bombeiros ter conseguido controlar dois grandes incêndios florestais perto de Atenas, que foram alimentados por ventos fortes.

“Tivemos um junho excecionalmente difícil em relação às condições climáticas, com altos níveis de seca e ventos excecionalmente fortes para esta estação”, salientou Kyriakos Mitsotakis, esta segunda-feira, acrescentado que este verão “está previsto ser particularmente perigoso” para incêndios florestais.

Clare Smith, que está de férias em Kos com o marido e a filha de 9 anos, descreveu à ‘Sky News’ que a situação “piorou significativamente” ao longo do dia, com “grossas nuvens de fumo preto”. “Está muito ventoso aqui, vai ser como um barril de pólvora. O céu está coberto de fumo e sente-se como se estivesse no apocalipse, ou em algum tipo de filme de guerra.”"
PT,PT_22.txt,URW: Negative Consequences for the West,none,"Dan Lazare responsabiliza os EUA pela sabotagem aos gasodutos Nord Stream e enumera as repercussões que a situação terá nas próximas décadas, sobretudo para a NATO, cuja aliança considera não vir a sobreviver a este acontecimento, e para o centro político europeu, que se confronta, agora, com a perda do seu poder.","Sabotagem dos Nord Stream pelos EUA poderá destruir completamente a NATO, diz especialista

Um jornalista de investigação avaliou a situação em torno dos gasodutos russos, cuja investigação já foi abandonada pela Suécia e pela Dinamarca, gesto visto pelo próprio como uma tentativa de ocultar a verdade.

Na segunda-feira (26), a Dinamarca tornou-se o segundo país europeu a encerrar oficialmente a sua investigação sobre a explosão nos gasodutos Nord Stream 1 (Corrente do Norte 1) e Nord Stream 2 (Corrente do Norte 2).

O Nord Stream tem desempenhado um papel crucial no abastecimento da indústria alemã e no fornecimento de energia de baixo custo em toda a Europa.

Os observadores culparam imediatamente os Estados Unidos pelo acontecimento, que ocorreu em setembro de 2022, destacando a promessa enigmática de Joe Biden, presidente dos EUA, de ""pôr um ponto final"" ao projeto se a Rússia colocasse as suas tropas na Ucrânia em resposta à opressão da população russófona de Donbass. O inquérito da Dinamarca apurou mesmo que as explosões foram um ato de ""sabotagem deliberada"", mas as autoridades recusaram-se a investigar quem era o responsável.

Antes disso, no início do mês, a Suécia encerrou a sua própria investigação.

""É uma farsa absoluta"", disse na quarta-feira (28) o jornalista de investigação Dan Lazare.

«Não sei por quanto mais tempo isto pode continuar. Quer dizer, a Dinamarca investigou, chegou a uma conclusão, e toda a gente sabe que foi obviamente uma sabotagem — isto era óbvio desde o início. E [a Dinamarca] abstém-se de apontar o dedo a um provável culpado.""

Disse estar 100% convencido de que ""os Estados Unidos"" são os culpados e de que ""Dinamarca, Suécia, toda a gente tem medo de dizer isto. É extraordinário"".

Lazare vê a situação beneficiar os partidos de extrema-direita de todo o continente, como a Alternativa para a Alemanha (AfD, na sigla alemã), que são os únicos dispostos a reconhecer abertamente o papel dos EUA no ato.

""Portanto, se a AfD está a subir nas sondagens, têm de agradecer a Joe Biden, porque Joe Biden fez explodir o gasoduto, e toda a gente tem medo de o admitir"", concluiu Lazare, mencionando também Donald Trump nos EUA, Marine Le Pen em França, Geert Wilders nos Países Baixos e Giorgia Meloni em Itália.

""O centro está a autodestruir-se e praticamente agora está a introduzir a extrema-direita para ocupar o seu lugar"", disse, prevendo que os legisladores do sistema ""pagarão um preço terrível, terrível por encobrir isto [a sabotagem do Nord Stream]"".

Ao mesmo tempo, indica, ""as consequências políticas teriam sido terríveis"" se os líderes reconhecessem publicamente a responsabilidade dos Estados Unidos pela sabotagem do Nord Stream.

""Quando as pessoas admitem o que aconteceu, a NATO [Organização do Tratado do Atlântico Norte] vai basicamente pelos ares, porque uma aliança não é um esquema para um membro atacar outro"", afirmou.

""É um pacto de defesa mútua, e os EUA violaram-no em grande escala. Esta [sabotagem] do Nord Stream é um acontecimento que terá repercussões durante décadas. É uma explosão no coração da aliança ocidental — destruirá completamente a aliança ocidental. Não há como a NATO sobreviver a este golpe quando este se tornar demasiado grande para ser ignorado"", deixou claro Dan Lazare."
PT,PT_136.txt,CC: Amplifying Climate Fears,CC: Amplifying Climate Fears: Amplifying existing fears of global warming,O texto destaca como como têm sido batidos recordes consecutivos em termos de temperatura e refere a previsão de que essa temperatura atinja no futuro valores mais altos.,"O passado domingo foi o dia mais quente já registado no mundo, diz observatório europeu

O passado domingo, 21 de julho, foi o dia mais quente de que há registo a nível global, de acordo com os dados preliminares do Serviço de Alterações Climáticas Copernicus, da União Europeia.

A temperatura média do ar à superfície do planeta no domingo atingiu os 17,09°C —um pouco acima do recorde anterior, de 6 de julho do ano passado, de 17,08°C.

As ondas de calor atingiram grandes áreas dos Estados Unidos, Europa e Rússia na última semana.

O observatório Copernicus confirmou à agência Reuters que o recorde de temperatura média diária estabelecido no ano passado parece ter sido batido no domingo, de acordo com os seus registos, que remontam a 1940.

Segundo o Copernicus, o novo recorde diário pode ser ultrapassado nos próximos dias. As temperaturas devem descer a seguir, mas são esperadas ainda flutuações nas próximas semanas.

""O que realmente surpreende é a magnitude da diferença entre a temperatura dos últimos 13 meses e os recordes anteriores. Estamos em território desconhecido e, à medida que o clima aquece, vamos certamente bater novos recordes nos próximos meses e anos"", prevê Carlo Buontempo, diretor do departamento de alterações climáticas do Copernicus (conhecido pela sigla C3S).

Todos os meses desde junho de 2023 —ou seja, 13 meses consecutivos— foram classificados como os mais quentes do planeta desde o início dos registos, em comparação com o mês correspondente nos anos anteriores, disse o Copernicus.

No ano passado, quatro dias consecutivos bateram o recorde, de 3 a 6 de julho, em consequência das alterações climáticas provocadas pelas atividades humanas, sobretudo a queima de combustíveis fósseis. Em 2023, este quadro levou a dias de calor extremo em todo o hemisfério norte.

Antes de julho de 2023, o recorde da temperatura média mundial diária tinha sido de 16,8°C, a 13 de agosto de 2016, segundo o observatório europeu. Desde 3 de julho de 2023, 57 dias ultrapassaram este índice.

Alguns cientistas apontam que 2024 poderá superar 2023 como o ano mais quente de que há registo, uma vez que as alterações climáticas e o fenómeno climático natural El Niño —que terminou em abril— fizeram subir ainda mais as temperaturas este ano.

O observatório Copernicus, no entanto, é cauteloso ao comentar esta possibilidade. ""Por enquanto, 2024 está suficientemente quente para que o ano inteiro"" bata o recorde, disse o serviço europeu, ""mas o calor excecional registado nos últimos quatro meses de 2023 faz com que ainda seja demasiado cedo [para prever]""."
PT,PT_06.txt,"URW: Discrediting the West, Diplomacy",none,"O Serviço de Informações Externas russo alega que os EUA estão a encobrir e a proteger os responsáveis pelo ataque à sala de concertos Crocus City Hall, em Moscovo. Eles consideram que o ataque foi de origem terrorista e atribuem a sua autoria ao governo de Kiev. Declarando que a Ucrânia está a travar uma guerra terrorista contra a Rússia, a organização russa afirma, ainda, que os EUA estão a tentar convencer os seus aliados de que a responsabilidade é da organização Daesh.","Rússia denuncia que os EUA estão a encobrir os responsáveis pelo ataque à Câmara Municipal de Crocus

Os Estados Unidos estão a encobrir os responsáveis pelo ataque terrorista à sala de concertos russa do Crocus City Hall, denunciou o Serviço de Informações Externas russo.

""Os norte-americanos estão a proteger os responsáveis pelo ataque terrorista ao Crocus City Hall"", afirmou a organização, citada pela sua assessoria de imprensa.

Segundo a nota, ""o Serviço de Informações Externas da Federação Russa informa que a administração [do presidente dos EUA, Joe Biden] está a intensificar os seus esforços para criar uma imagem distorcida do grande ataque terrorista ocorrido na Rússia no dia 22 de março"".

Washington começou também a encobrir o presidente ucraniano, Vladimir Zelensky, logo após o ataque, acrescenta o texto.

O Departamento de Estado dos EUA, os seus serviços especiais e organizações afiliadas foram encarregues de ""eliminar qualquer tipo de suspeita que a comunidade internacional tenha sobre o envolvimento de Zelensky e do seu círculo mais próximo no crime"".

As agências norte-americanas estão a tentar convencer os seus aliados de que é o grupo Daesh (organização terrorista proibida na Rússia e noutros países) que está por trás do ataque nos arredores de Moscovo, informou a inteligência russa.

'Uma guerra terrorista contra a Rússia'

Segundo a declaração, o atual governo de Kiev está a travar uma guerra terrorista total contra a Rússia.

""O regime de Kiev tem travado uma guerra terrorista de pleno direito contra a Rússia já há algum tempo, como afirmam abertamente os seus representantes, como Kirill Budanov [chefe da Inteligência Militar ucraniana] e Vasily Malyuk [chefe do Serviço de Segurança ucraniano]"", refere o texto.

No domingo (31), o Ministério dos Negócios Estrangeiros russo informou ter enviado às autoridades ucranianas exigências de detenção e extradição de todas as pessoas envolvidas no ataque à Câmara Municipal de Crocus e noutros ataques ocorridos nos últimos anos.

O ministério mencionou os assassinatos dos jornalistas Daria Dugina e Vladlen Tatarsky, sublinhando que as investigações ""indicam que os vestígios de todos estes crimes levam à Ucrânia""."
PT,PT_12.txt,URW: Discrediting Ukraine,URW: Discrediting Ukraine: Ukraine is a puppet of the West,"Aleksandr Dudchak sugere que a possibilidade de tomada do atual governo da Ucrânia teria sido orquestrada pelo Ocidente, por países como os EUA e Inglaterra. Este cenário é possível devido à insatisfação de determinados grupos militares ucranianos face à governação de Vladimir Zelensky e de Aleksandr Syrsky.","Cenário de tomada militar do parlamento ucraniano foi redigido pelos EUA, diz especialista

A tomada do parlamento ucraniano pelos militares do país não seria um movimento popular, disse o especialista Aleksandr Dudchak à Sputnik, sugerindo que uma potencial rebelião foi orquestrada a partir do Ocidente.

Os desiludidos militares ucranianos estão a planear assumir o controlo da Suprema Rada (parlamento ucraniano), revela uma troca de mensagens de um canal privado do Telegram chamado ParaBelum, obtida pela Sputnik.

""Este poderia ser um cenário de substituição do presidente ucraniano, Vladimir Zelensky, sem a realização de eleições"", disse Aleksandr Dudchak, investigador do Instituto dos Países da Comunidade dos Estados Independentes (CEI) e especialista do movimento ""Outra Ucrânia"", à Sputnik.

Os membros do canal confidencial, composto por comandantes e soldados de unidades de elite das Forças Armadas ucranianas, discutiam opções para derrubar o atual governo e o seu comando militar após a demissão do então comandante-chefe, o general Valery Zaluzhny.

""A ação mais importante que precisaremos de realizar rapidamente é a tomada da VR [Suprema Rada] num determinado momento"", escreveu um dos participantes do chat.

Os membros manifestaram ainda insatisfação com as decisões de Zelensky e do novo comandante-chefe das Forças Armadas ucranianas, Aleksandr Syrsky, que foi nomeado há um mês para substituir Zaluzhny. Os alegados conspiradores golpistas deram especial ênfase ao envolvimento das tropas ucranianas que combatem na linha da frente no movimento anti-Zelensky.

Segundo o investigador Dudchak, o envolvimento de pessoal ucraniano em serviço ativo está repleto de riscos, uma vez que aqueles que estão nas trincheiras são monitorizados de perto por mercenários estrangeiros de ""destacamentos de contenção"" com ordens para disparar sobre qualquer um que abandone as suas posições.

Se as tropas ucranianas forem autorizadas a marchar em direção a Kiev, isso significaria que o cenário de mudança de regime foi escrito em Washington em resposta à recusa de Zelensky em realizar eleições este ano, argumentou Dudchak.

Os líderes das unidades de elite ucranianas, o Serviço de Segurança da Ucrânia (SBU, na sigla em ucraniano) e os batalhões nacionalistas Azov e Aidar (organizações nazis terroristas, proibidas na Rússia) também estão alegadamente a planear criar um partido radical com uma ala militar.

O especialista insiste que nenhuma das estruturas militares e de inteligência ucranianas é independente, defendendo que cada uma delas tem ""supervisores"" britânicos ou norte-americanos.

""O confronto entre os militares e o regime de Kiev é, em geral, uma manifestação do confronto entre Londres e Washington"", disse Dudchak. ""O gabinete do presidente está sob controlo britânico, enquanto os militares, que supostamente vão reunir-se em nome de Zaluzhny, estão sob o controlo dos norte-americanos, e a SBU é também uma estrutura apoiada pelos EUA.""

As consequências para Kiev seriam dramáticas e poderiam complicar seriamente as posições dos militares ucranianos na linha da frente, concluiu o investigador."
PT,PT_98.txt,URW: Blaming the war on others rather than the invader,URW: Blaming the war on others rather than the invader: Ukraine is the aggressor,"O governador russo Vyacheslav Gladkov informa que a região de Belgorod tem sofrido muitos ataques do lado ucraniano, incluindo bombardeamentos e ataques de drones. Além disso, enfatiza a morte e ferimentos de muitos civis.","Rússia restringe acesso de civis a aldeias na região fronteiriça bombardeada pela Ucrânia

O acesso a 14 aldeias na região de Belgorod, no sul da Rússia, na fronteira com a Ucrânia, vai estar fechado à maioria dos civis, disse o governador Vyacheslav Gladkov, esta terça-feira, citando a situação ""extremamente difícil"" devido aos bombardeamentos ucranianos.

Ao anunciar as novas restrições num vídeo publicado no seu canal de Telegram, Gladkov disse que, a partir da próxima semana, apenas os homens adultos que acompanhem militares ou funcionários do governo terão permissão para entrar nos locais. Os homens devem viajar em veículos blindados e usar coletes à prova de bala e capacetes, acrescentou.

""Espero que concordem que é inaceitável permitir que mulheres e crianças entrem nos colonatos que são bombardeados todos os dias"", disse Gladkov.

""Já perdemos muitos civis, temos muitos feridos. E, claro, a nossa tarefa é maximizar as medidas de segurança.""

A região de Belgorod está sob fogo frequente de bombardeamentos ucranianos e drones.

As sirenes de ataque aéreo tocam quase diariamente na capital regional com o mesmo nome, a apenas 40 km a norte da fronteira.

A Ucrânia diz que o bombardeamento russo nas cidades ucranianas tem sido devastador e, após quase dois anos e meio de guerra, as forças russas estão agora no controlo de cerca de um quinto da Ucrânia.

O Presidente russo, Vladimir Putin, disse em maio que as forças russas estão a trabalhar para criar uma zona tampão no nordeste da Ucrânia para proteger a Rússia dos ataques lançados pelas forças de Kiev do outro lado da fronteira.

O anúncio de Gladkov é um sinal de que a situação de segurança na região pode ter-se tornado mais grave, levando as autoridades a fazer mais para proteger a população civil.

Mais de 200 civis foram mortos na região de Belgorod desde o início do que Moscovo chama a sua ""operação militar especial"" na Ucrânia, em fevereiro de 2022, disse Gladkov à agência de notícias estatal Tass esta terça-feira. Mais de 1.100 ficaram feridos."
PT,PT_195.txt,CC: Amplifying Climate Fears,none,"O autor do texto alerta para uma nova crise no abastecimento de água no estado do Espírito Santo, Brasil, que afeta inúmeros concelhos da região, mencionando a urgência na construção de barragens para colmatar a situação. O autor adverte para futuras crises hídricas e para a necessidade de a região se preparar para possíveis eventualidades de risco.","Falta de água no ES: seca já não pode apanhar ninguém de surpresa

De 2015 a 2017, a crise hídrica no Espírito Santo exigiu medidas duras, como a proibição da irrigação nas plantações durante o dia em municípios com situação crítica, com impactos económicos no setor agrícola. As indústrias também se comprometeram com a redução do consumo. A população precisou de se empenhar numa cultura de racionamento.

O governo estadual deu então início a um programa de construção de barragens de uso múltiplo. O sistema de abastecimento Reis Magos, na Serra, foi também inaugurado, em 2017, neste âmbito, reduzindo a sobrecarga sobre o Sistema de Santa Maria da Vitória. E, em 2018, foi anunciada a construção da barragem do Rio Jucu entre Domingos Martins e Viana, com capacidade para armazenar 23 mil milhões de litros de água: acumulando o recurso no período húmido para utilização no período seco, como ensina a formiguinha na fábula. A importante obra, que caminha a passos lentos, está contemplada no PAC. A sua urgência é incontestável.

Neste mês de novembro atípico, sem chuvas, em que o Espírito Santo é um dos estados afetados pela onda de calor, acende-se o alerta para uma nova crise de abastecimento de água. Na Área Metropolitana, os rios Jucu e Santa Maria aproximam-se do índice considerado crítico, como noticiou Leonel Ximenes na sua coluna.

A Cesan informou ainda que os rios nos quais a empresa faz captação para abastecer a população tiveram o nível de água reduzido com a seca recente e alertou que a situação afeta os 53 concelhos servidos pela empresa. Em Pinheiros, no Norte do Estado, o abastecimento de água está comprometido no distrito de São João Sobrado há 15 dias, sendo necessária a utilização de camiões cisterna. Bairros de Marataízes, no Litoral Sul, também sofrem com a falta de água desde a semana passada.

Como dito antes, é, ainda, somente um alerta, o que já exige do poder público a preparação de ações contingenciais. Nenhum governo tem a capacidade de controlar quando faz chuva ou sol, mas a experiência em cenários críticos anteriores deve ensinar o que é necessário fazer para evitar ou enfrentar futuras crises de abastecimento. Sem cruzar os braços.

Os períodos de seca, assim como os de chuva, são cíclicos e imprevisíveis, mas serão cada vez mais comuns com as alterações climáticas. O governador Renato Casagrande preside ao Consórcio Brasil Verde, criado em 2021 para desenvolver ações coordenadas entre os entes federativos, obtendo recursos financeiros externos e procurando boas práticas, para mitigar os efeitos climáticos no país.

Investimentos são necessários não somente em grandes obras, mas, também, projetos menos grandiosos de captação de água da chuva, bem como projetos de reutilização industrial da água e de conservação e recuperação das matas ciliares, responsáveis pela saúde dos rios.

No meio dos alertas de alterações globais no clima, é preciso preparar-se para o que vem pela frente, com um planeamento que integre as esferas municipal, estadual e federal. Já temos bagagem suficiente para aprender a lidar com eventos climáticos extremos e reduzir os danos. É um caminho sem retorno."
